Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,75-84,12,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,85+,12,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Diabetes,Diabetes,E10-E14,All ages,34,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,55-64,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,75-84,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,85+,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Obesity,Obesity,E65-E68,All ages,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,55-64,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,85+,12,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Alzheimer disease,Alzheimer disease,G30,All ages,16,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,23,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,51,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,77,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,55-64,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,75-84,11,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,85+,11,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Renal failure,Renal failure,N17-N19,All ages,37,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,0,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,22,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,0,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,11,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,11,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,29,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,59,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,69,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,181,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,25-34,0,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,45-54,10,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,55-64,18,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,65-74,60,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,75-84,117,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,85+,208,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NH,Coronavirus Disease 2019,COVID-19,U071,All ages,415,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,50,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,125,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,355,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,917,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,"1,322",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,"1,771",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,"2,042",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,"6,584",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,31,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,78,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,170,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,234,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,271,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,797,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,24,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,65,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,211,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,429,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,614,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,588,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,530,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,"2,467",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,25-34,37,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,35-44,106,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,45-54,334,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,55-64,797,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,65-74,"1,184",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,75-84,"1,516",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,85+,"1,751",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory failure,J96,All ages,"5,728",
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,35-44,10,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,45-54,23,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,55-64,52,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,65-74,82,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,75-84,120,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,85+,167,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Respiratory arrest,R09.2,All ages,458,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,29,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,63,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,86,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,107,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,160,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,453,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,22,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,89,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,252,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,424,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,618,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,85+,790,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,"2,197",
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,25,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,124,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,242,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,417,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,85+,610,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,"1,426",
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,25-34,24,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,35-44,53,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,45-54,179,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,55-64,403,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,65-74,617,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,75-84,654,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,85+,730,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrest,I46,All ages,"2,665",
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,23,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,67,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,129,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,268,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,394,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,886,
9/7/2020,2/1/2020,9/6/2020,NJ,Circulatory diseases,Heart failure,I50,0-24,0,
